public_identifier,block,lot_number,official_area_sqm,revision,geometry_version,source_area,source_area_sha256,source_topology,source_topology_sha256,physical_group,lineage_status,commercial_release,geometry_sha256
Q-S-08,S,08,450.11,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior centro,PENDING,NOT_AUTHORIZED,794a060506bcca3ebea849c85cc10536181c10760962ee0da1255d6e76600d9f
Q-S-09,S,09,450.11,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior centro,PENDING,NOT_AUTHORIZED,5c38d9aa68d9d48d22c3c5e7d49cb4b7b76522962dec2adf94977f89e3412f89
Q-S-10,S,10,450.11,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior centro,PENDING,NOT_AUTHORIZED,8a66803c6767f9a31e340c91c02905e526d8f6879e51aeede73b3c218e7a1ae8
Q-S-11,S,11,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,d65630c633b639ec05c8bdd685b81f97ddafcb019a5762811a542edb200fda09
Q-S-12,S,12,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,53cab6656a66635570c67d7511e62bd564085bf63974622130b0ff5155ea862e
Q-S-13,S,13,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,0d3f06867750cc729928432096349471844ca7a89a7431479e19829fafd1b838
Q-S-14,S,14,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,ac795aa4ffe33f17aa0cc6b20dfe9f36801011640c99f93200fa448042d93591
Q-S-15,S,15,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,e32793a0b6f57e04e50291a46e3314f46a7590c95c874e927578135d82955998
Q-S-16,S,16,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,a7a90829394baebfba421ca54d5a502016fb2ed3df24bfe3ed71843dbe447436
Q-S-17,S,17,348.98,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S inferior leste,PENDING,NOT_AUTHORIZED,697b285037fce8169fc7ee6297cd32969a74a4de9ebcff3fdfc4a80bbe896bf2
Q-S-18,S,18,411.83,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,7f43cb18d8b1707295ecccab479743e7985ae55a9e74432597eedf1dd61256e1
Q-S-19,S,19,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,6aae8f54668cb77924ab9f68b05d0c9bba37932e71875090b7d0fb60bc77a29b
Q-S-20,S,20,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,3af38862fbe7e2533cc0401f90a28deb7f1ec1bcc3f43fabe0725fb405f31765
Q-S-21,S,21,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,efb9f9341f06157603a4804d92d39280a2eff2798550a382d9f19fd87c000f85
Q-S-22,S,22,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,1543dcd409cd06c27948b60d51f988792ddc43d36d0c2e472f1a5fa662072f93
Q-S-23,S,23,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,af7269ca9fad3ae91124ccbaf730f02134a651cb82b695a6745f73b13d27dafa
Q-S-24,S,24,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior direita,PENDING,NOT_AUTHORIZED,783d7e58ea8770fec3b9b42a98b22a47f4ca0d736e40a8d71ff8feab61f9f96e
Q-S-25,S,25,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,6eeb6975ff576ac8cf5139211388b75efb905cf9341482a1bb9b96062f87c71b
Q-S-26,S,26,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,1b18b51432de414370ad0f3743a325554799880691a19d46fb96494997801bc5
Q-S-27,S,27,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,2cc839669c8ab6ff224843ddb8d26bc41065a0a8c32c457148ac6661beb3dc9b
Q-S-28,S,28,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,acacfb7f1e63fc9731c1b85c1743e6672c5987d11466defa6eb78d478150900e
Q-S-29,S,29,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,791e76d5bd8ae235b9a783b39b9534b6220707b66f8dfc0c7ca25d3d3adb6a46
Q-S-30,S,30,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,608ef098cda79181f0fa6db8696904e453bad45d7a6a5822e4edaae82b8763f6
Q-S-31,S,31,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,b83090be1d96d8504a454f23227c2bdf0d7bfa92e78e45b5419f38811f468fe2
Q-S-32,S,32,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,0931c8895ec08080b89e1a2630b5209fde3ff31389e1985ed0e4f24a11b4d70b
Q-S-33,S,33,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,c4f308e4e2fe8c1f7f6db669530a9488cd25d3dc9196692218afa755e202b41a
Q-S-34,S,34,450.00,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,bfd6500898a8e1b7ae8d9cd43ee9a2278ca905b3239ba6e31ca6483e020d3d63
Q-S-35,S,35,649.97,2028-exporural-2026-09-25.1,6,Fenasoja_Parque_Ajustes_300dpi.png,37e04a91c738ce4f4f3a1470f5c02d5eed010138e11982a41344a9984e5fb323,Fenasoja_So_Numeros_300dpi.png,63b86b947f75e1a0c7b50125824c37ecd35f0f50c9c1f75e0c788c029ed3052e,S superior esquerda,PENDING,NOT_AUTHORIZED,2415b7ede603ab0169167d3dc53c000d72633c7518d53aa431db8f6df28927cf
